Status,Date,Time,Session Type,Teacher Name,School Name,School Level,District,Session Title,volunteer,Organization,volunteer Location,Topic/Theme,Session Link
,3/22/2024,,,Christopher Allen,Ruskin High School,High,Hickman Mills,World Water Day: Keeping the Water Safe as a Lab Tech,,,,,
,3/25/2024,11:00 AM,,Debra Williams,,,,Beyond the Clouds: A Journey inside Military Aircrafts,Lindsey Long,U.S. Government,Not local,Aviation,https://prepkc.nepris.com/app/sessions/105973
,3/25/2024,,,Hector Johnson,Ervin Early Learning,Elementary,Hickman Mills,Beyond the Clouds: A Journey inside Military Aircrafts,,,Not local,,
,3/25/2024,,,Nicole Lozano,Stony Point South Elementary,Elementary,KCKPS (KS),Beyond the Clouds: A Journey inside Military Aircrafts,,,Not local,,
,3/25/2024,,,Gary Cruz,Stony Point South Elementary,Elementary,KCKPS (KS),Beyond the Clouds: A Journey inside Military Aircrafts,,,Not local,,
,3/25/2024,,,Whitney Robertson,Hazel Grove Elementary,Elementary,KCKPS (KS),Beyond the Clouds: A Journey inside Military Aircrafts,,,Not local,,
,3/25/2024,,,Carla Reynolds,Stony Point South Elementary,Elementary,KCKPS (KS),Beyond the Clouds: A Journey inside Military Aircrafts,,,Not local,,
,3/25/2024,,,Rhonda Hill,Stony Point South Elementary,Elementary,KCKPS (KS),Beyond the Clouds: A Journey inside Military Aircrafts,,,Not local,,
,3/25/2024,,,Eric Hooper,Brune Elem,Elementary,KCKPS (KS),Beyond the Clouds: A Journey inside Military Aircrafts,,,Not local,,
,3/25/2024,,,Scott Buchanan,Frank Rushton Elementary,Elementary,KCKPS (KS),Beyond the Clouds: A Journey inside Military Aircrafts,,,Not local,,
,3/25/2024,,,Eric Weaver,New Stanley Elementary,Elementary,KCKPS (KS),Beyond the Clouds: A Journey inside Military Aircrafts,,,Not local,,
,3/25/2024,,,Lauren Gomez,Truman Elementary,Elementary,Hickman Mills,Beyond the Clouds: A Journey inside Military Aircrafts,,,Not local,,
,3/25/2024,,,Valerie Mcclure,Ruskin High School,Elementary,Hickman Mills,Beyond the Clouds: A Journey inside Military Aircrafts,,,Not local,,
,3/25/2024,,,Kyle Myers,TA Edison Elementary,Elementary,KCKPS (KS),Beyond the Clouds: A Journey inside Military Aircrafts,,,Not local,,
,3/25/2024,,,David Martinez,Hazel Grove Elementary,Elementary,KCKPS (KS),Beyond the Clouds: A Journey inside Military Aircrafts,,,Not local,,
,3/25/2024,,,Gary Hatfield,Hazel Grove Elementary,Elementary,KCKPS (KS),Beyond the Clouds: A Journey inside Military Aircrafts,,,Not local,,
,3/25/2024,,,Kevin Carey,Welborn Elementary,Elementary,KCKPS (KS),Beyond the Clouds: A Journey inside Military Aircrafts,,,Not local,,
,3/25/2024,,,Jeffery Cummings,Ingels Elementary,Elementary,Hickman Mills,Beyond the Clouds: A Journey inside Military Aircrafts,,,Not local,,
,3/25/2024,,,James Vincent,Truman Elementary,Elementary,Hickman Mills,Beyond the Clouds: A Journey inside Military Aircrafts,,,Not local,,
,3/27/2024,10:30 AM,Teacher requested,Joseph Moore,,,KCKPS (KS),1st Grade: Being a Writer,Ashley Riddle,Allstate Insurance,Local (KS/MO),Reading/Writing,https://prepkc.nepris.com/app/sessions/105228
,3/27/2024,,,Christian Sutton,Hazel Grove Elementary,Elementary,KCKPS (KS),1st Grade: Being a Writer,,,Local (KS/MO),,
,3/27/2024,,,Daniel Ray,Noble Prentis Elementary,Elementary,KCKPS (KS),1st Grade: Being a Writer,,,Local (KS/MO),,
,3/27/2024,,,Rachel Moore,,Elementary,KCKPS (KS),1st Grade: Being a Writer,,,Local (KS/MO),,
,3/27/2024,,,Joy Lyons,,Elementary,KCKPS (KS),1st Grade: Being a Writer,,,Local (KS/MO),,
,3/27/2024,9:30 AM,Teacher requested,Joseph Moore,,,KCKPS (KS),How Fractions are used in everyday life,Julie Hancock,Multistudio,Local (KS/MO),Math,https://prepkc.nepris.com/app/sessions/105253
,3/27/2024,,,Leonard Parker,Brune Elem,Elementary,KCKPS (KS),How Fractions are used in everyday life,,,Local (KS/MO),,
,3/27/2024,,,Christina Wright,Mark Twain Elementary,Elementary,KCKPS (KS),How Fractions are used in everyday life,,,Local (KS/MO),,
,3/27/2024,,,Jessica Rodriguez,JFK Elementary,Elementary,KCKPS (KS),How Fractions are used in everyday life,,,Local (KS/MO),,
,3/27/2024,,,Jason George,New Stanley Elementary,Elementary,KCKPS (KS),How Fractions are used in everyday life,,,Local (KS/MO),,
,3/27/2024,,,Eric Weaver,New Stanley Elementary,Elementary,KCKPS (KS),How Fractions are used in everyday life,,,Local (KS/MO),,
,3/27/2024,,,Kimberly Carrillo,Hazel Grove Elementary,Elementary,KCKPS (KS),How Fractions are used in everyday life,,,Local (KS/MO),,
,3/27/2024,,,Todd Griffin,Banneker Elementary (KS),Elementary,KCKPS (KS),How Fractions are used in everyday life,,,Local (KS/MO),,
,3/27/2024,,,Steven Brown,Noble Prentis Elementary,Elementary,KCKPS (KS),How Fractions are used in everyday life,,,Local (KS/MO),,
,3/27/2024,,,Kendra Dean,Douglass Elementary,Elementary,KCKPS (KS),How Fractions are used in everyday life,,,Local (KS/MO),,
,3/27/2024,,,Nathaniel Reyes,Claude Huyck Elementary,Elementary,KCKPS (KS),How Fractions are used in everyday life,,,Local (KS/MO),,
,3/27/2024,,,John Johnson,Claude Huyck Elementary,Elementary,KCKPS (KS),How Fractions are used in everyday life,,,Local (KS/MO),,
,3/27/2024,,,Elizabeth Ortiz,McKinley Elementary,Elementary,KCKPS (KS),How Fractions are used in everyday life,,,Local (KS/MO),,
,3/27/2024,,,Austin Howard,Claude Huyck Elementary,Elementary,KCKPS (KS),How Fractions are used in everyday life,,,Local (KS/MO),,
,3/27/2024,,,Danielle Ingram,ME Pearson Elementary,Elementary,KCKPS (KS),How Fractions are used in everyday life,,,Local (KS/MO),,
,3/27/2024,,,Robert Brooks II,John Fiske Elementary,Elementary,KCKPS (KS),How Fractions are used in everyday life,,,Local (KS/MO),,
,3/27/2024,,,Steven Bell,Silver City Elementary,Elementary,KCKPS (KS),How Fractions are used in everyday life,,,Local (KS/MO),,
,3/27/2024,,,Kevin Carey,Welborn Elementary,Elementary,KCKPS (KS),How Fractions are used in everyday life,,,Local (KS/MO),,
,3/27/2024,,,Scott Buchanan,Frank Rushton Elementary,Elementary,KCKPS (KS),How Fractions are used in everyday life,,,Local (KS/MO),,
,3/27/2024,,,Michelle Cook DDS,,Elementary,KCKPS (KS),How Fractions are used in everyday life,,,Local (KS/MO),,
,3/27/2024,,,James Cobb,Eugene Ware Elementary,Elementary,KCKPS (KS),How Fractions are used in everyday life,,,Local (KS/MO),,
,3/27/2024,,,Michele Chandler,JFK Elementary,Elementary,KCKPS (KS),How Fractions are used in everyday life,,,Local (KS/MO),,
,3/27/2024,,,Logan Herman,JFK Elementary,Elementary,KCKPS (KS),How Fractions are used in everyday life,,,Local (KS/MO),,
,3/27/2024,,,Susan Estes,JFK Elementary,Elementary,KCKPS (KS),How Fractions are used in everyday life,,,Local (KS/MO),,
,3/27/2024,,,Ashley Stephens,JFK Elementary,Elementary,KCKPS (KS),How Fractions are used in everyday life,,,Local (KS/MO),,
,3/27/2024,,,Christopher Allison,JFK Elementary,Elementary,KCKPS (KS),How Fractions are used in everyday life,,,Local (KS/MO),,
,3/27/2024,,,Joy Lyons,,Elementary,KCKPS (KS),How Fractions are used in everyday life,,,Local (KS/MO),,
,3/27/2024,9:00 AM,Teacher requested,Joseph Moore,,,KCKPS (KS),"How Much Does A Rhino Eat? Explore Portions, Sizes & Weights",Robert Brooks,Lion Country Safari,Not local,Math,https://prepkc.nepris.com/app/sessions/105987
,3/27/2024,,,Jacob Flores,Emerson Elementary,Elementary,KCKPS (KS),"How Much Does A Rhino Eat? Explore Portions, Sizes & Weights",,,Not local,,
,3/27/2024,,,Michelle Cook DDS,,Elementary,KCKPS (KS),"How Much Does A Rhino Eat? Explore Portions, Sizes & Weights",,,Not local,,
,3/27/2024,,,Matthew Jackson,,Elementary,KCKPS (KS),"How Much Does A Rhino Eat? Explore Portions, Sizes & Weights",,,Not local,,
,3/27/2024,,,Sarah Medina,TA Edison Elementary,Elementary,KCKPS (KS),"How Much Does A Rhino Eat? Explore Portions, Sizes & Weights",,,Not local,,
,3/27/2024,,,Brittany Chase,Banneker Elementary (KS),Elementary,KCKPS (KS),"How Much Does A Rhino Eat? Explore Portions, Sizes & Weights",,,Not local,,
,3/27/2024,,,Thomas Lee,,Elementary,KCKPS (KS),"How Much Does A Rhino Eat? Explore Portions, Sizes & Weights",,,Not local,,
,3/27/2024,,,Stephanie Li,,Elementary,KCKPS (KS),"How Much Does A Rhino Eat? Explore Portions, Sizes & Weights",,,Not local,,
,3/27/2024,,,Joy Lyons,,Elementary,KCKPS (KS),"How Much Does A Rhino Eat? Explore Portions, Sizes & Weights",,,Not local,,
,3/29/2024,10:45 AM,Teacher requested,Paula Bowen,Grant Elementary,Elementary,KCKPS (KS),All About Earth,Scott Carter,FEMA,Not local,Earth Science/Geology,https://prepkc.nepris.com/app/sessions/105842
,3/29/2024,10:30 AM,Teacher requested,Amanda Thompson,Grant Elementary,Elementary,KCKPS (KS),Veterinary,Patrick Yates,EDIC College,Not local,Animal Science,https://prepkc.nepris.com/app/sessions/105923
,3/29/2024,,,Sherry Watts,Whittier Elementary,Elementary,KCKPS (KS),Veterinary,,,Not local,,
,3/29/2024,,,Rachel Perez,West Park,Elementary,KCKPS (KS),Veterinary,,,Not local,,
,3/29/2024,10:45 AM,Teacher requested,Lee Schneider,Grant Elementary,Elementary,KCKPS (KS),A Career as a Lawyer,Ashley Riddle,Allstate Insurance,Local (KS/MO),Law,https://prepkc.nepris.com/app/sessions/105825
,3/29/2024,11:30 AM,Teacher requested,Stephen Wilson,Grant Elementary,Elementary,KCKPS (KS),The Human Body,Chad Hamilton,Children's Mercy Hospital,Local (KS/MO),Healthcare,https://prepkc.nepris.com/app/sessions/105855
,3/29/2024,11:15 AM,Teacher requested,Julia Lee,Grant Elementary,Elementary,KCKPS (KS),5th Grade Entertainment Business Presentation,Steven Cisneros,Self-Employed,Not local,Business,https://prepkc.nepris.com/app/sessions/105900
,3/29/2024,1:30 PM,Teacher requested,Teresa Dudley,Grant Elementary,Elementary,KCKPS (KS),Police Officer,,,Local (KS/MO),Emergency Responders,https://prepkc.nepris.com/app/sessions/105901
,3/29/2024,9:00 AM,Teacher requested,James Walters,Grant Elementary,Elementary,KCKPS (KS),Firefighter,Robert Cook,,Local (KS/MO),Emergency Responders,https://prepkc.nepris.com/app/sessions/105902
,4/3/2024,9:00 AM,Teacher requested,Joseph Moore,,,KCKPS (KS),"How much does a Rhino eat? Explore Portions, sizes & weights",Robert Brooks,Lion Country Safari,Not local,Math,https://prepkc.nepris.com/app/sessions/106010
,4/3/2024,,,David Rodriguez,TA Edison Elementary,Elementary,KCKPS (KS),"How much does a Rhino eat? Explore Portions, sizes & weights",,,Not local,,
,4/3/2024,,,Ricardo Ramirez,Hazel Grove Elementary,Elementary,KCKPS (KS),"How much does a Rhino eat? Explore Portions, sizes & weights",,,Not local,,
,4/3/2024,,,Martin Henderson,Douglass Elementary,Elementary,KCKPS (KS),"How much does a Rhino eat? Explore Portions, sizes & weights",,,Not local,,
,4/3/2024,,,Zachary Coleman,Noble Prentis Elementary,Elementary,KCKPS (KS),"How much does a Rhino eat? Explore Portions, sizes & weights",,,Not local,,
,4/3/2024,,,Mary Wise,West Park,Elementary,KCKPS (KS),"How much does a Rhino eat? Explore Portions, sizes & weights",,,Not local,,
,4/3/2024,,,Michelle Cook DDS,,Elementary,KCKPS (KS),"How much does a Rhino eat? Explore Portions, sizes & weights",,,Not local,,
,4/3/2024,,,Matthew Jackson,,Elementary,KCKPS (KS),"How much does a Rhino eat? Explore Portions, sizes & weights",,,Not local,,
,4/3/2024,,,Kim Thompson,Frances Willard Elementary,Elementary,KCKPS (KS),"How much does a Rhino eat? Explore Portions, sizes & weights",,,Not local,,
,4/3/2024,,,Stephen Daniel,New Chelsea Elementary,Elementary,KCKPS (KS),"How much does a Rhino eat? Explore Portions, sizes & weights",,,Not local,,
,4/3/2024,,,Daniel Ray,Noble Prentis Elementary,Elementary,KCKPS (KS),"How much does a Rhino eat? Explore Portions, sizes & weights",,,Not local,,
,4/3/2024,,,Sarah Medina,TA Edison Elementary,Elementary,KCKPS (KS),"How much does a Rhino eat? Explore Portions, sizes & weights",,,Not local,,
,4/3/2024,,,Rodney Riggs,Hazel Grove Elementary,Elementary,KCKPS (KS),"How much does a Rhino eat? Explore Portions, sizes & weights",,,Not local,,
,4/3/2024,,,Sherry Watts,Whittier Elementary,Elementary,KCKPS (KS),"How much does a Rhino eat? Explore Portions, sizes & weights",,,Not local,,
,4/3/2024,,,Sheila Soto,West Park,Elementary,KCKPS (KS),"How much does a Rhino eat? Explore Portions, sizes & weights",,,Not local,,
,4/3/2024,,,David Brown,ME Pearson Elementary,Elementary,KCKPS (KS),"How much does a Rhino eat? Explore Portions, sizes & weights",,,Not local,,
,4/4/2024,1:30 PM,Teacher requested,Joseph Moore,,,KCKPS (KS),2nd Grade: Careers in Healthcare,Colton Jackson,Children's Mercy,Local (KS/MO),Healthcare,https://prepkc.nepris.com/app/sessions/105232
,4/4/2024,,,Gregory Abbott,West Park,Elementary,KCKPS (KS),2nd Grade: Careers in Healthcare,,,Local (KS/MO),,
,4/4/2024,,,Howard Jones,Mark Twain Elementary,Elementary,KCKPS (KS),2nd Grade: Careers in Healthcare,,,Local (KS/MO),,
,4/4/2024,,,James Anderson,JFK Elementary,Elementary,KCKPS (KS),2nd Grade: Careers in Healthcare,,,Local (KS/MO),,
,4/4/2024,,,Allison Oneill,,Elementary,KCKPS (KS),2nd Grade: Careers in Healthcare,,,Local (KS/MO),,
,4/4/2024,,,Daniel Dudley,Noble Prentis Elementary,Elementary,KCKPS (KS),2nd Grade: Careers in Healthcare,,,Local (KS/MO),,
,4/9/2024,11:00 AM,Industry chat,Debra Williams,,,,Game Day Gourment: Crafting Culinary Champions in the Sports Arena,Brian Church,fieldXperience LLC & Chef Eddie G's Kitchen,Not local,Culinary,https://prepkc.nepris.com/app/sessions/106068
,4/9/2024,,,Mark Holloway,Truman Elementary,Elementary,Hickman Mills,Game Day Gourment: Crafting Culinary Champions in the Sports Arena,,,Not local,,
,4/9/2024,,,Eric Weaver,New Stanley Elementary,Elementary,KCKPS (KS),Game Day Gourment: Crafting Culinary Champions in the Sports Arena,,,Not local,,
,4/9/2024,9:30 AM,Teacher requested,Donna Valenzuela,,Elementary,Grandview,Sunlight and Weather,Michael Palmer,AccuWeather,Local (KS/MO),Weather,https://prepkc.nepris.com/app/sessions/106250
,4/10/2024,1:30 PM,Teacher requested,Danielle Wang,Belvidere Elementary,Elementary,Grandview,Holocaust Remembrance - Kindergarten - 2nd grade,Gregory Simmons,,Not local,Culturally Responsive,https://prepkc.nepris.com/app/sessions/105166
,4/10/2024,10:00 AM,Teacher requested,Joseph Moore,,,KCKPS (KS),Kindergarten: Taking Care of the Earth,Frank Mendoza,,Local (KS/MO),Earth Science/Geology,https://prepkc.nepris.com/app/sessions/105224
,4/10/2024,,,Chad Caldwell,Bertram Caruthers Elementary,Elementary,KCKPS (KS),Kindergarten: Taking Care of the Earth,,,Local (KS/MO),,
,4/10/2024,,,Joseph Ramirez,Claude Huyck Elementary,Elementary,KCKPS (KS),Kindergarten: Taking Care of the Earth,,,Local (KS/MO),,
,4/10/2024,,,Darrell Morris,Eugene Ware Elementary,Elementary,KCKPS (KS),Kindergarten: Taking Care of the Earth,,,Local (KS/MO),,
,4/10/2024,,,Sheri Smith,Eugene Ware Elementary,Elementary,KCKPS (KS),Kindergarten: Taking Care of the Earth,,,Local (KS/MO),,
,4/10/2024,,,Gregory Garrett,Stony Point South Elementary,Elementary,KCKPS (KS),Kindergarten: Taking Care of the Earth,,,Local (KS/MO),,
,4/10/2024,,,Heather Thomas,Stony Point North Elementary,Elementary,KCKPS (KS),Kindergarten: Taking Care of the Earth,,,Local (KS/MO),,
,4/10/2024,,,Shelley Myers,McKinley Elementary,Elementary,KCKPS (KS),Kindergarten: Taking Care of the Earth,,,Local (KS/MO),,
,4/10/2024,,,Gregory Garrett,Stony Point South Elementary,Elementary,KCKPS (KS),Kindergarten: Taking Care of the Earth,,,Local (KS/MO),,
,4/10/2024,,,Martin Henderson,Douglass Elementary,Elementary,KCKPS (KS),Kindergarten: Taking Care of the Earth,,,Local (KS/MO),,
,4/10/2024,,,Zachary Coleman,Noble Prentis Elementary,Elementary,KCKPS (KS),Kindergarten: Taking Care of the Earth,,,Local (KS/MO),,
,4/10/2024,,,Nicole Sullivan,McKinley Elementary,Elementary,KCKPS (KS),Kindergarten: Taking Care of the Earth,,,Local (KS/MO),,
,4/10/2024,9:00 AM,Teacher requested,Joseph Moore,,,KCKPS (KS),4th & 5th Grade: The Museum of the American Revolution,Randy Greer,Museum of the American Revolution,Not local,,https://prepkc.nepris.com/app/sessions/105697
,4/10/2024,,,Elizabeth Ortiz,McKinley Elementary,Elementary,KCKPS (KS),4th & 5th Grade: The Museum of the American Revolution,,,Not local,,
,4/10/2024,,,Amy Murray,John Fiske Elementary,Elementary,KCKPS (KS),4th & 5th Grade: The Museum of the American Revolution,,,Not local,,
,4/10/2024,,,Steven Bell,Silver City Elementary,Elementary,KCKPS (KS),4th & 5th Grade: The Museum of the American Revolution,,,Not local,,
,4/10/2024,,,Sherry Watts,Whittier Elementary,Elementary,KCKPS (KS),4th & 5th Grade: The Museum of the American Revolution,,,Not local,,
,4/10/2024,,,Frank Joyce,Claude Huyck Elementary,Elementary,KCKPS (KS),4th & 5th Grade: The Museum of the American Revolution,,,Not local,,
,4/12/2024,12:00 PM,Industry chat,Debra Williams,,,,National Robotics Week: Inspiring Futures through Robotics,Michelle Harding,Texas Tech University,Not local,,https://prepkc.nepris.com/app/sessions/106223
,4/12/2024,,,Melissa Walker,Frances Willard Elementary,Elementary,KCKPS (KS),National Robotics Week: Inspiring Futures through Robotics,,,,,
,4/16/2024,9:30 AM,Teacher requested,Joseph Moore,,,KCKPS (KS),3rd Grade: Meteorologist (How Weather Patterns Affect Habitats),Michael Palmer,AccuWeather,Local (KS/MO),Weather,https://prepkc.nepris.com/app/sessions/104812
,4/16/2024,,,Jacob Flores,Emerson Elementary,Elementary,KCKPS (KS),3rd Grade: Meteorologist (How Weather Patterns Affect Habitats),,,Local (KS/MO),,
,4/16/2024,,,Kevin Carey,Welborn Elementary,Elementary,KCKPS (KS),3rd Grade: Meteorologist (How Weather Patterns Affect Habitats),,,Local (KS/MO),,
,4/16/2024,2:30 PM,Teacher requested,Joseph Moore,,,KCKPS (KS),3rd Grade: Meteorologist (How Weather Patterns Affect Habitats),Sarah Hogan,,Local (KS/MO),Weather,https://prepkc.nepris.com/app/sessions/104813
,4/16/2024,,,Robin Hunter,ME Pearson Elementary,Elementary,KCKPS (KS),3rd Grade: Meteorologist (How Weather Patterns Affect Habitats),,,Local (KS/MO),,
,4/16/2024,,,Jacob Flores,Emerson Elementary,Elementary,KCKPS (KS),3rd Grade: Meteorologist (How Weather Patterns Affect Habitats),,,Local (KS/MO),,
,4/16/2024,,,Regina Smith,Brune Elem,Elementary,KCKPS (KS),3rd Grade: Meteorologist (How Weather Patterns Affect Habitats),,,Local (KS/MO),,
,4/16/2024,,,Mary Sellers,New Stanley Elementary,Elementary,KCKPS (KS),3rd Grade: Meteorologist (How Weather Patterns Affect Habitats),,,Local (KS/MO),,
,4/16/2024,,,Beth Sanders,New Stanley Elementary,Elementary,KCKPS (KS),3rd Grade: Meteorologist (How Weather Patterns Affect Habitats),,,Local (KS/MO),,
,4/16/2024,,,Kimberly May,ME Pearson Elementary,Elementary,KCKPS (KS),3rd Grade: Meteorologist (How Weather Patterns Affect Habitats),,,Local (KS/MO),,
,4/17/2024,10:00 AM,Teacher requested,Joseph Moore,,,KCKPS (KS),3rd Grade: Meteorologist (How Weather Patterns Affect Habitats),Michael Palmer,AccuWeather,Local (KS/MO),Weather,https://prepkc.nepris.com/app/sessions/104814
,4/17/2024,,,Karina Harris,Hazel Grove Elementary,Elementary,KCKPS (KS),3rd Grade: Meteorologist (How Weather Patterns Affect Habitats),,,Local (KS/MO),,
,4/17/2024,,,James Cobb,Eugene Ware Elementary,Elementary,KCKPS (KS),3rd Grade: Meteorologist (How Weather Patterns Affect Habitats),,,Local (KS/MO),,
,4/17/2024,11:00 AM,Teacher requested,Joseph Moore,,,KCKPS (KS),4th Grade: Marine Biologist,Phillip Hoover,,Not local,Animal Science,https://prepkc.nepris.com/app/sessions/104815
,4/17/2024,,,Carol Williams,Silver City Elementary,Elementary,KCKPS (KS),4th Grade: Marine Biologist,,,Not local,,
,4/17/2024,,,Paul Anderson,ME Pearson Elementary,Elementary,KCKPS (KS),4th Grade: Marine Biologist,,,Not local,,
,4/18/2024,10:00 AM,Teacher requested,Joseph Moore,,,KCKPS (KS),4th Grade: Marine Biologist,Terry Castro,Scientific Research Corp,Not local,Animal Science,https://prepkc.nepris.com/app/sessions/104816
,4/18/2024,,,Caitlin Wolf,Grant Elementary,Elementary,KCKPS (KS),4th Grade: Marine Biologist,,,Not local,,
,4/18/2024,,,Jonathan Mccarty,ME Pearson Elementary,Elementary,KCKPS (KS),4th Grade: Marine Biologist,,,Not local,,
,4/18/2024,,,Matthew Jackson,,Elementary,KCKPS (KS),4th Grade: Marine Biologist,,,Not local,,
,4/18/2024,1:30 PM,Teacher requested,Joseph Moore,,,KCKPS (KS),4th Grade: Marine Biologist,Amber Fowler,Blue Latitudes,Not local,Animal Science,https://prepkc.nepris.com/app/sessions/104817
